epoch,loss_total,depth,depth_gt,depth_teacher,obj,bbox,bbox_l1,bbox_ciou,iou,kpt,light,height,lr,det_active,geo_active
0,30.246272735595703,30.246272735595703,30.246272735595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015163533538683572,0,0
1,27.153063507080077,27.153063507080077,27.153063507080077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024515134926256796,0,0
2,25.978781356811524,25.978781356811524,25.978781356811524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003964391382063658,0,0
3,24.901174087524414,24.901174087524414,24.901174087524414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000598851424519382,0,0
4,23.848143539428712,23.848143539428712,23.848143539428712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000843494624085049,0,0
5,26.935241012573243,22.993155059814452,22.993155059814452,0.0,0.31782179832458496,1.080555408000946,0.19712721049785614,0.8834282040596009,0.1981223675608635,0.2221765112876892,0.3788986521959305,1.0539275896549225,0.0011196196123639665,1,0
6,24.9282266998291,22.336212768554688,22.336212768554688,0.0,0.21518285393714906,0.9539538931846618,0.16763368159532546,0.7863202142715454,0.2770493793487549,0.18990079998970033,0.253822583258152,0.21955067336559295,0.001415094019060454,1,0
7,24.22104522705078,21.670647583007813,21.670647583007813,0.0,0.1837788262963295,0.9924756407737731,0.16415059030056,0.8283250427246094,0.23929017394781113,0.18099867463111877,0.21284130334854126,0.25630830228328705,0.0017169352997938598,1,0
8,23.44181983947754,21.05793815612793,21.05793815612793,0.0,0.17972636759281158,0.9741531348228455,0.1646074676513672,0.8095456647872925,0.2594713342189789,0.15887267708778383,0.18748624742031098,0.24815228939056397,0.002011881162689748,1,0
9,23.235147247314455,20.887191619873047,20.887191619873047,0.0,0.17683363556861878,0.9523579788208008,0.14997667014598848,0.8023813056945801,0.2608500123023987,0.14486556768417358,0.18094842493534088,0.31348768949508665,0.0022869722865069097,1,0
