epoch,loss_total,depth,depth_gt,depth_teacher,obj,bbox,bbox_l1,bbox_ciou,iou,kpt,light,height,lr,det_active,geo_active
0,35.96504295349121,35.96504295349121,32.745193557739256,32.19849304199219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015163533538683572,0,0
1,31.214940872192383,31.214940872192383,28.21427215576172,30.006687698364257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024515134926256796,0,0
2,29.424107666015626,29.424107666015626,26.575757522583007,28.483502349853516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003964391382063658,0,0
3,27.7924951171875,27.7924951171875,24.928834762573242,28.636603393554687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000598851424519382,0,0
4,26.14124626159668,26.14124626159668,23.456497573852538,26.847487564086915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000843494624085049,0,0
5,29.834971618652343,24.843764343261718,22.482522354125976,23.61241958618164,0.3585114359855652,1.1064340853691101,0.1999678808450699,0.906466212272644,0.17901917904615403,0.22107012510299684,0.4145426055788994,2.0063685822486876,0.0011196196123639665,1,0
6,26.424626998901367,23.602021713256836,21.54247116088867,20.59550491333008,0.2058936709165573,1.0244605135917664,0.1793242162466049,0.8451363039016724,0.22175323367118835,0.1858682292699814,0.19815551966428757,0.4647545599937439,0.001415094019060454,1,0
7,24.92995559692383,22.361075973510744,20.630399780273436,17.306763648986816,0.1677239480614662,1.0018998074531555,0.16151316225528717,0.8403866481781006,0.22809565603733062,0.15923655837774275,0.15196220636367797,0.451110817193985,0.0017169352997938598,1,0
8,23.61842330932617,21.154997024536133,19.58540573120117,15.695914001464844,0.15128963828086853,0.9548020601272583,0.157407329082489,0.7973947310447693,0.2645692640542984,0.13840251237154008,0.10713205501437187,0.5581901502609253,0.002011881162689748,1,0
9,22.725892639160158,20.449124908447267,18.94414863586426,15.04976360321045,0.13767951399087905,0.9371389436721802,0.14680239021778108,0.790336549282074,0.26754614531993864,0.12921672195196152,0.0843040919303894,0.4715617096424103,0.0022869722865069097,1,0
10,21.826101150512695,19.536466674804686,18.22518112182617,13.112856597900391,0.13526078343391418,0.9316191720962524,0.1364142894744873,0.7952048802375793,0.26479952573776244,0.1243950816988945,0.12014811001718044,0.4806311047077179,0.0025301217268510422,1,0
11,21.195257415771483,19.00885627746582,17.788357162475585,12.204992294311523,0.12191008135676384,0.9301346611976623,0.12924144953489303,0.8008931994438171,0.2604282021522522,0.11409064292907715,0.09544719651341438,0.4684560859203339,0.0027306459919243567,1,0
12,20.765856094360352,18.799494018554686,17.643365097045898,11.561286964416503,0.10383183538913726,0.8666916871070862,0.12309380799531937,0.7435978841781616,0.3080495935678482,0.10534210383892059,0.07295438863337039,0.3961736738681793,0.0028797344534229738,1,0
13,20.08502029418945,18.191390075683593,17.041276817321776,11.501133766174316,0.09526578649878502,0.8492713594436645,0.10944686710834503,0.7398244905471801,0.3072495490312576,0.0978799068927765,0.05545523304492235,0.40423845589160917,0.0029708364676221495,1,0
14,19.749667434692384,17.785168724060057,16.716349906921387,10.688188438415528,0.08911222949624062,0.8739350414276124,0.12182715564966201,0.7521078824996948,0.2959846252202988,0.10061419039964675,0.04323501984588802,0.4551460838317871,0.0029999903318651553,1,0
15,19.440058288574217,17.565785942077635,16.5153556060791,10.504303550720214,0.08663846656680108,0.825594470500946,0.10593497633934021,0.7196594905853272,0.3195923537015915,0.0944129878282547,0.04413960624486208,0.4458348870277405,0.0029934690785684316,1,0
16,18.767949447631835,16.96349967956543,15.88230239868164,10.811972045898438,0.08828762114048004,0.8337933397293091,0.10654641002416611,0.7272469329833985,0.31757303833961487,0.0934933790564537,0.05624748509377241,0.3586543971300125,0.0029749233387051446,1,0
17,18.43528175354004,16.73615245819092,15.66502124786377,10.71131052017212,0.0781658087670803,0.8091300153732299,0.0990249964594841,0.7101050186157226,0.3303575974702835,0.08205272138118744,0.0526185860671103,0.3489510244131088,0.0029445024316679547,1,0
18,18.101761207580566,16.534344139099122,15.511608123779297,10.227358951568604,0.07185110673308373,0.7721499609947204,0.08891877889633179,0.6832311856746673,0.3539151793718338,0.07537524044513702,0.03157493959646672,0.3149649357795715,0.002902451288713122,1,0
19,17.681389694213866,16.24253143310547,15.195523414611817,10.470080184936524,0.05785046748816967,0.7321595287322998,0.08403271779417992,0.6481268095970154,0.3829242014884949,0.07162852421402931,0.014120889864861964,0.27658465683460237,0.002849108480918047,1,0
20,17.3045463180542,15.87487850189209,14.82959415435791,10.452843627929688,0.05639358907938004,0.7344691610336304,0.07667399853467942,0.6577951622009277,0.3755268967151642,0.06491450175642967,0.011501396750099957,0.30273156106472016,0.002784903493206032,1,0
21,17.385391426086425,16.0096227645874,15.009081878662109,10.005408267974854,0.05977424710988998,0.7197958493232727,0.08027214154601098,0.639523708820343,0.38999315083026886,0.06318263530731201,0.014219293417409063,0.2660662227869034,0.0027103532663862143,1,0
22,16.747947998046875,15.437916564941407,14.417553443908691,10.203631286621095,0.04179362237453461,0.692897982597351,0.0731631401181221,0.6197348356246948,0.4102026283740997,0.05894935846328735,0.011075081857852638,0.26951797664165494,0.002626058035050122,1,0
23,16.434125213623048,15.10080940246582,14.112560806274415,9.882485332489013,0.04853206649422646,0.7243317866325378,0.08035450860857964,0.6439772748947143,0.38794645309448245,0.061189917474985124,0.008072534454986452,0.24642948508262635,0.0025326964948356808,1,0
24,16.196441535949706,14.857352294921874,13.856301040649415,10.010511875152588,0.04190625011920929,0.7619624209403991,0.08276325106620788,0.67919917345047,0.3552356618642807,0.05923609659075737,0.020674985926598312,0.21836512565612792,0.0024310203379690003,1,0
25,16.01314937591553,14.765671539306641,13.766081466674805,9.995901184082031,0.03787626057863235,0.6646150588989258,0.07109037593007088,0.593524683713913,0.43310057640075683,0.054923879206180574,0.01244752689730376,0.2579198712110519,0.0023218482010805585,1,0
26,15.753716812133788,14.482931175231933,13.495858116149902,9.87072998046875,0.038518370762467384,0.6768291163444519,0.0696223396062851,0.6072067773342132,0.4204705023765564,0.05419939681887627,0.014405912039801478,0.27003503978252413,0.0022060590740244058,1,0
27,15.406541595458984,14.238900985717773,13.276847076416015,9.620538635253906,0.03285016782581806,0.6409032368659973,0.06560325503349304,0.5752999818325043,0.4507952606678009,0.050390839874744416,0.005751860095188022,0.236181138753891,0.0020845852227686927,1,0
28,15.152774353027343,14.012290763854981,13.034771194458008,9.775195407867432,0.025560242980718614,0.6609500360488891,0.06460536509752274,0.5963446652889252,0.42906344652175904,0.050731043368577956,0.011765526896342636,0.18855252623558044,0.0019584046833382622,1,0
29,14.85828971862793,13.772999496459962,12.82347801208496,9.495214538574219,0.02240401931107044,0.6401029479503632,0.060396150052547455,0.5797067964076996,0.44387115240097047,0.04696867287158966,0.003970950893126428,0.18396900594234467,0.0018285333872436532,1,0
30,14.66561222076416,13.626316452026368,12.690773315429688,9.355431594848632,0.017084015384316444,0.6330195474624634,0.0599067197740078,0.5731128358840942,0.44859330654144286,0.045572227090597155,0.004969688411802053,0.15636143267154692,0.0016960169817979342,1,0
31,14.525709762573243,13.510884742736817,12.580667686462402,9.302170791625976,0.01809777323156595,0.6269004034996033,0.05428680032491684,0.572613604068756,0.4480762195587158,0.042419184893369676,0.005087569728493691,0.152643318772316,0.0015619224111793689,1,0
32,14.256620178222656,13.28877960205078,12.36781551361084,9.209640636444092,0.016079523805528878,0.5953894591331482,0.050378948897123334,0.5450105082988739,0.4739241874217987,0.042143326178193094,0.003783079758286476,0.14187194228172303,0.0014273293260242477,1,0
33,14.103211326599121,13.14192901611328,12.244943504333497,8.969853954315186,0.014766460619866847,0.6126995539665222,0.050193827003240585,0.5625057232379913,0.4583375370502472,0.04224863946437836,0.005274094017222524,0.11729904055595398,0.0012933213907147868,1,0
34,13.888242416381836,13.00154125213623,12.109114227294922,8.924270324707031,0.013544884864240886,0.5688126909732819,0.04793430104851723,0.5208783841133118,0.4957580494880676,0.03864024229347706,0.0034873248683288693,0.10765504777431488,0.0011609775583507082,1,0
35,13.714775619506836,12.8090087890625,11.923006401062011,8.86002420425415,0.01158488042652607,0.5852132499217987,0.04640664868056774,0.5388066029548645,0.48053202152252195,0.037688954398036004,0.0033550701616331933,0.11716882228851318,0.0010313633836532947,1,0
36,13.51851432800293,12.656537132263184,11.772685279846192,8.838518104553224,0.012020370420068503,0.5561463761329651,0.04639353930950165,0.5097528374195099,0.5058854138851165,0.03656897135078907,0.0035789803182706237,0.10738668501377106,0.0009055224437453083,1,0
37,13.35478702545166,12.571523818969727,11.69951572418213,8.720081291198731,0.011478679645806551,0.4839512538909912,0.03770668163895607,0.44624457120895383,0.5650312149524689,0.03219211004674435,0.0032754789758473635,0.12359734952449798,0.0007844679358816143,1,0
38,13.273426856994629,12.478278999328614,11.629632301330567,8.48646671295166,0.009269476737827062,0.4940272045135498,0.03821612820029259,0.45581107437610624,0.5557003891468049,0.031767581328749656,0.0028713686158880593,0.13014197945594788,0.0006691745197806333,1,0
39,13.109207611083985,12.334410247802735,11.48580810546875,8.486021175384522,0.009525695834308862,0.5121614480018616,0.03781608164310455,0.4743453681468964,0.5391053295135498,0.030615695714950562,0.004603733411058784,0.09542789757251739,0.0005605704702373792,1,0
40,12.959804725646972,12.223456535339356,11.38006160736084,8.433949031829833,0.009005467798560858,0.4683762443065643,0.034124275147914884,0.4342519700527191,0.5760172033309936,0.02982540488243103,0.0028048907523043455,0.10703442931175232,0.00045953020320062775,1,0
