epoch,loss_total,depth_teacher,obj,bbox,bbox_l1,bbox_ciou,iou,kpt,light,height,lr,det_active
0,26.28786682128906,26.28786682128906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015163533538683572,0
1,20.992864227294923,20.992864227294923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024515134926256796,0
2,18.808024291992187,18.808024291992187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003964391382063658,0
3,17.329271392822264,17.329271392822264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000598851424519382,0
4,15.780349159240723,15.780349159240723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000843494624085049,0
5,18.193001327514647,14.078261566162109,0.31077255964279177,1.08846581697464,0.20190101563930513,0.8865648031234741,0.19132257670164107,0.21306318879127503,0.2941617116332054,1.3560237109661102,0.0011196196123639665,1
6,14.771618423461915,12.163001823425294,0.21447607934474944,1.02527898311615,0.1717087996006012,0.85357017993927,0.21303232312202453,0.1684786570072174,0.16098011299967765,0.3654881250858307,0.001415094019060454,1
7,12.39068531036377,10.050545616149902,0.1731308653950691,0.9776967668533325,0.16342269331216813,0.8142740726470947,0.2618923032283783,0.14127594530582427,0.1368832492828369,0.3460490792989731,0.0017169352997938598,1
8,10.291080589294433,8.01523588180542,0.14886566758155823,0.9588114857673645,0.1522723650932312,0.8065391278266907,0.26187562823295596,0.13359348893165587,0.1190956661105156,0.3811046028137207,0.002011881162689748,1
9,8.261968402862548,6.061572093963623,0.12871698319911956,0.963385877609253,0.14915964335203172,0.814226233959198,0.24534592628479004,0.12862050026655197,0.1253589527308941,0.33983191549777986,0.0022869722865069097,1
10,6.680545501708984,4.661906061172485,0.12079269528388976,0.9136862945556641,0.12707829475402832,0.7866080045700073,0.2688368713855743,0.11458322286605835,0.11374028254300356,0.29750407934188844,0.0025301217268510422,1
11,5.60394245147705,3.6420280361175537,0.12188421756029129,0.9450391340255737,0.1317645215988159,0.8132746100425721,0.2458317232131958,0.116173295378685,0.0678938551992178,0.2462306523323059,0.0027306459919243567,1
12,4.722325534820556,2.8661222076416015,0.12074287801980972,0.8830485653877258,0.11987782061100007,0.763170747756958,0.2845400470495224,0.10633240759372711,0.0835188166424632,0.23723106622695922,0.0028797344534229738,1
13,4.180129556655884,2.4456504726409913,0.09467950463294983,0.8689808893203735,0.11037578880786895,0.7586051034927368,0.2904523116350174,0.09655666202306748,0.07583370290696621,0.21220163702964784,0.0029708364676221495,1
14,3.940054817199707,2.353770899772644,0.09599194899201394,0.8072113585472107,0.10585817307233811,0.7013531827926636,0.3425153833627701,0.08535461634397506,0.04967593491077423,0.20663159370422363,0.0029999903318651553,1
15,3.566168270111084,2.061048436164856,0.07863046944141389,0.8084657645225525,0.1008852717280388,0.7075804901123047,0.32986567974090575,0.08112390339374542,0.03578512065112591,0.17661900877952574,0.0029934690785684316,1
16,3.4765902042388914,2.049894247055054,0.06555396676063538,0.8034008026123047,0.09811533570289611,0.7052854585647583,0.33292083859443666,0.07730151802301406,0.021270719915628435,0.1499628961086273,0.0029749233387051446,1
17,3.2879806327819825,1.910406346321106,0.06878587186336517,0.7705895709991455,0.09033288478851319,0.6802566814422607,0.35581430613994597,0.07371408343315125,0.0234315253701061,0.1461969542503357,0.0029445024316679547,1
18,3.2101856231689454,1.8139787673950196,0.05638292461633682,0.7789955043792725,0.09188604533672333,0.6871094572544098,0.3485818636417389,0.0746806287765503,0.017276553343981503,0.17014870584011077,0.002902451288713122,1
19,3.0242529773712157,1.76972749710083,0.046568498611450196,0.7353697681427002,0.07843279257416726,0.6569369745254516,0.3770592391490936,0.06188620746135712,0.019863877072930337,0.14329230308532714,0.002849108480918047,1
20,2.800022602081299,1.6123988342285156,0.03530529461801052,0.7134163069725037,0.07854878604412079,0.6348675227165222,0.39928173065185546,0.058521742522716524,0.01259504039073363,0.13369841277599334,0.002784903493206032,1
21,2.8096162033081056,1.5775766086578369,0.029346176348626615,0.7373231530189515,0.09009693592786788,0.6472262191772461,0.3811852872371674,0.06199803844094277,0.015880087045952677,0.13949996411800383,0.0027103532663862143,1
22,2.677104425430298,1.5417799186706542,0.03267786644399166,0.689937537908554,0.0700442561507225,0.6198932731151581,0.40614335298538207,0.057471145540475846,0.008620643033646047,0.11673276484012604,0.002626058035050122,1
23,2.5762542629241945,1.5055603694915771,0.0231086203828454,0.64540207862854,0.06860961347818374,0.5767924642562866,0.4495499467849731,0.0517100228369236,0.009029952753335237,0.1346031153202057,0.0025326964948356808,1
24,2.74082670211792,1.5638618659973145,0.0244815731048584,0.7145147752761841,0.08107484713196754,0.6334399330615997,0.39518980503082274,0.057128045856952664,0.015240255938842893,0.13708805561065673,0.0024310203379690003,1
25,2.6157388401031496,1.5363380908966064,0.023417369984090327,0.6638447594642639,0.06890642240643502,0.5949383401870727,0.43163894057273866,0.05193728372454643,0.008480945252813399,0.12397124946117401,0.0023218482010805585,1
26,2.559766187667847,1.4689745712280273,0.02016523476690054,0.6939635217189789,0.07443983659148216,0.6195236837863922,0.41085452198982236,0.05030430421233177,0.004976222000550479,0.12016515910625458,0.0022060590740244058,1
27,2.4353990936279297,1.3956707191467286,0.01955111473798752,0.6802715563774109,0.06874170050024986,0.6115298509597779,0.4162661397457123,0.04660669893026352,0.005672338544391095,0.10119988143444061,0.0020845852227686927,1
28,2.476155662536621,1.4798763036727904,0.018027456812560558,0.6381988406181336,0.06418838128447532,0.5740104603767395,0.4454814326763153,0.04639817923307419,0.0046243725251406435,0.10343780040740967,0.0019584046833382622,1
29,2.2995929813385008,1.3512711000442506,0.013048917576670647,0.5956584811210632,0.053622907251119616,0.5420355713367462,0.47403429508209227,0.04158519856631756,0.0032362443720921875,0.12845228016376495,0.0018285333872436532,1
30,2.092483038902283,1.2598738384246826,0.011082798186689615,0.5520137488842011,0.04812184989452362,0.5038919007778168,0.5114177966117859,0.03762784332036972,0.0035252917418256403,0.07784812390804291,0.0016960169817979342,1
31,2.063801827430725,1.236859178543091,0.011669908603653311,0.5488374972343445,0.045080361068248746,0.5037571346759796,0.5094851553440094,0.03688081867992878,0.004605472409166395,0.07742566466331482,0.0015619224111793689,1
32,1.998328790664673,1.1815092945098877,0.010519898254424334,0.5476103544235229,0.04329856865108013,0.5043117821216583,0.5095522058010101,0.03645521990954876,0.004225484654307365,0.07218766868114472,0.0014273293260242477,1
33,1.9942146348953247,1.2074859619140625,0.010818899665027857,0.5299243783950806,0.04138357520103455,0.4885408043861389,0.5245674192905426,0.03544315099716187,0.0044139108946546915,0.06435571193695068,0.0012933213907147868,1
34,2.052140350341797,1.2721127128601075,0.00838622910901904,0.5296976041793823,0.04265452101826668,0.487043080329895,0.5273953771591187,0.03417094312608242,0.002933317662682384,0.06815576434135437,0.0011609775583507082,1
35,1.9334272527694703,1.154329400062561,0.007685337821021676,0.5324529206752777,0.04369575165212154,0.48875716209411624,0.5268624222278595,0.03262446731328964,0.003581456174142659,0.0722557818889618,0.0010313633836532947,1
36,1.8982904720306397,1.1190681409835816,0.006613766495138407,0.5449026834964752,0.043459614366292955,0.5014430689811706,0.512991589307785,0.03147264689207077,0.002285625720396638,0.06805703639984131,0.0009055224437453083,1
37,1.7720774459838866,1.090805585384369,0.007203734777867794,0.47071920037269593,0.03585694447159767,0.43486225366592407,0.5744013047218323,0.030000235736370087,0.0018255623150616885,0.05152216911315918,0.0007844679358816143,1
38,1.7534472799301148,1.095133922100067,0.006908963527530431,0.4526077568531036,0.03229696027934551,0.4203107988834381,0.5880263924598694,0.028461794927716257,0.0029234384978190065,0.05356420993804931,0.0006691745197806333,1
39,1.6979105281829834,1.0568488001823426,0.005976449819281697,0.443321236371994,0.032365696281194685,0.4109555435180664,0.5969251227378846,0.026776209101080896,0.0026018494879826905,0.0552811336517334,0.0005605704702373792,1
40,1.6477515935897826,1.0562528777122497,0.005915405722334981,0.4071029943227768,0.0277259386330843,0.3793770557641983,0.6267669022083282,0.02555329829454422,0.0022169097291771323,0.04849691569805145,0.00045953020320062775,1
41,1.5901910877227783,1.0295984768867492,0.0054544837400317195,0.3894036018848419,0.026318506449460984,0.3630850940942764,0.6420913958549499,0.0238442213088274,0.0021275654435157776,0.04438584864139557,0.0003668672354898434,1
42,1.5407029104232788,1.0156762862205506,0.004818332958966494,0.37038704216480256,0.024948457702994347,0.34543858349323275,0.6592635607719421,0.023178075477480888,0.001851158271310851,0.03207970798015594,0.00028332763483609097,1
43,1.5537989854812622,0.9982233667373657,0.00569352563470602,0.38619093656539916,0.024824964925646783,0.3613659715652466,0.6442568159103393,0.023787758871912958,0.0016792285104747862,0.04307313799858093,0.00020958401298334453,1
44,1.5179028224945068,0.9996174335479736,0.005104638319462538,0.36873324632644655,0.023640915267169476,0.34509232819080354,0.6596037101745605,0.02190343417227268,0.001994395819492638,0.032935938239097594,0.00014623011021421554,1
45,1.475568733215332,0.9845175766944885,0.005286978939548135,0.3471798038482666,0.023217563144862653,0.32396224081516267,0.679858169555664,0.021216264963150024,0.0018211409682407976,0.030681912899017335,9.377601490230899e-05,1
46,1.4595073938369751,0.977398464679718,0.00524761219508946,0.33554126143455504,0.022447610460221767,0.3130936473608017,0.6908933162689209,0.02151570178568363,0.0015787017648108304,0.03216282427310944,5.2644056580567976e-05,1
47,1.4300810527801513,0.9743125987052917,0.006108797881752253,0.3150620847940445,0.021546265967190267,0.29351581901311874,0.7098569416999817,0.02098046600818634,0.0018060360604431481,0.027889214754104615,2.3165405592199172e-05,1
48,1.443845920562744,0.9776161980628967,0.007906292155385018,0.32092683792114257,0.02134198196232319,0.2995848548412323,0.7041243338584899,0.021085041239857674,0.002335161704104394,0.029636221528053282,5.577406701794678e-06,1
49,1.4565035104751587,0.9939498972892761,0.005914034796878695,0.3202230554819107,0.022191697731614113,0.29803135931491853,0.7058764004707336,0.021225802078843118,0.0017826473154127598,0.028504853248596192,2.1668134844413732e-08,1
