epoch,loss_total,depth_teacher,obj,bbox,bbox_l1,bbox_ciou,iou,kpt,light,height,lr,det_active
0,24.99288429260254,24.99288429260254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015163533538683572,0
1,21.00307014465332,21.00307014465332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024515134926256796,0
2,19.42154884338379,19.42154884338379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003964391382063658,0
3,18.146251373291015,18.146251373291015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000598851424519382,0
4,16.597214584350585,16.597214584350585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000843494624085049,0
5,18.349243850708007,14.851279296875,0.28380535006523133,1.0894930291175842,0.1925380063056946,0.8969550156593322,0.1895643225312233,0.2144061231613159,0.3383953967690468,0.7142400914430618,0.0011196196123639665,1
6,15.48302791595459,12.943226661682129,0.22795946896076202,0.9996443295478821,0.18308353036642075,0.8165608024597169,0.25911556661129,0.1919699090719223,0.23837687849998473,0.11397099196910858,0.001415094019060454,1
7,13.244280929565429,10.75126636505127,0.21619285225868226,1.0015971422195435,0.17753423750400543,0.824062910079956,0.24413455724716188,0.18025848865509034,0.2338803830742836,0.14005181550979615,0.0017169352997938598,1
8,10.937868461608886,8.565603504180908,0.20180273354053496,0.9814842009544372,0.16509190201759338,0.816392297744751,0.24919160068035126,0.16215187549591065,0.19096559911966324,0.18725299417972566,0.002011881162689748,1
9,9.367472686767577,6.897974090576172,0.19289590120315553,0.9706484532356262,0.16307440251111985,0.807574052810669,0.2562371104955673,0.15392711281776428,0.19367347598075868,0.3426452177762985,0.0022869722865069097,1
10,7.98713529586792,5.6289518928527835,0.1829016062617302,0.9847742605209351,0.16537247121334075,0.8194018006324768,0.2475666356086731,0.1546415287256241,0.21233580887317657,0.20496388375759125,0.0025301217268510422,1
11,6.852786331176758,4.591739387512207,0.16597251564264298,0.9794479656219482,0.15640541404485703,0.8230425524711609,0.2470372062921524,0.14170409381389618,0.16554453790187837,0.24156152307987214,0.0027306459919243567,1
12,6.095665740966797,3.986493787765503,0.15650516152381896,0.9259982347488404,0.1464076867699623,0.7795905542373657,0.2723587441444397,0.12433939307928085,0.17693310752511024,0.22803852200508118,0.0028797344534229738,1
13,5.783704032897949,3.557100524902344,0.1674796661734581,0.9591558313369751,0.14924364745616914,0.8099121880531311,0.25567114889621734,0.13937611877918243,0.2003396500647068,0.20274776101112366,0.0029708364676221495,1
14,5.368597450256348,3.2448991107940675,0.14883827686309814,0.9242600083351136,0.14513645350933074,0.7791235566139221,0.2879758083820343,0.13423883140087128,0.15298415020108222,0.2264217585325241,0.0029999903318651553,1
15,5.14633773803711,3.079990949630737,0.14989712387323378,0.9074809670448303,0.13991999596357346,0.7675609707832336,0.2976485204696655,0.1250475227832794,0.14232715457677841,0.24140381932258606,0.0029934690785684316,1
16,4.933160324096679,2.8772079658508303,0.14315335541963578,0.9204872179031373,0.14563795447349548,0.7748492741584778,0.28402684450149535,0.12668740451335908,0.13187151230871677,0.2270032775402069,0.0029749233387051446,1
17,4.6625463485717775,2.692744855880737,0.12438551723957061,0.8807449579238892,0.1277110281586647,0.7530339241027832,0.3025166594982147,0.1211168384552002,0.1267138683795929,0.2323728984594345,0.0029445024316679547,1
18,4.413793601989746,2.575930595397949,0.12387012675404549,0.8695991778373718,0.12209122866392136,0.7475079488754273,0.30244166672229766,0.11291870564222335,0.10367421925067902,0.17612600028514863,0.002902451288713122,1
19,4.224907236099243,2.4054034948349,0.12734424740076064,0.8640270447731018,0.11948897838592529,0.7445380663871766,0.30400921642780304,0.11067764073610306,0.12560667373239995,0.14913757681846618,0.002849108480918047,1
20,4.0781158924102785,2.3499444770812987,0.10988488003611564,0.8335713481903076,0.11695569515228271,0.7166156458854676,0.33274673044681546,0.10496019124984741,0.10709336169064045,0.1528209275007248,0.002784903493206032,1
21,3.974998369216919,2.3081202793121336,0.09833477690815925,0.8301109313964844,0.11182812422513962,0.71828280210495,0.32517835080623625,0.10037792712450028,0.08070244863629342,0.15584031045436858,0.0027103532663862143,1
22,3.84952543258667,2.2224520015716553,0.09722322419285774,0.7884210801124573,0.09919508695602416,0.6892259883880615,0.35390215277671816,0.0984683582186699,0.10549567811191082,0.14359166860580444,0.002626058035050122,1
23,4.003131999969482,2.3121229600906372,0.09462517589330673,0.8400864076614379,0.10785313874483109,0.7322332715988159,0.31241837084293367,0.10141255751252175,0.09203496173024178,0.15719969749450682,0.0025326964948356808,1
24,3.815173044204712,2.1695791387557986,0.11067063599824906,0.793459780216217,0.10672353714704513,0.6867362403869629,0.3638495683670044,0.09626577377319336,0.07901335090398788,0.18112126469612122,0.0024310203379690003,1
25,3.733113965988159,2.145131721496582,0.08646994158625602,0.783787899017334,0.10274415701627732,0.6810437405109405,0.3660259932279587,0.08906197130680084,0.08813275344669819,0.1842818206548691,0.0023218482010805585,1
26,3.4437857246398926,1.9456714868545533,0.08603026241064071,0.7829272270202636,0.09948389530181885,0.683443329334259,0.3580304706096649,0.0878284740447998,0.07477893013507128,0.1152354621887207,0.0022060590740244058,1
27,3.3582719230651854,1.9444116020202638,0.07835585370659828,0.7226179790496826,0.08345103234052659,0.6391669464111328,0.39632668495178225,0.0802626782655716,0.07915793174877762,0.13241514146327973,0.0020845852227686927,1
28,3.3634429359436036,1.9628161239624022,0.072974524050951,0.7197163796424866,0.08122730866074562,0.6384890747070312,0.4000776052474976,0.07956008076667785,0.07776740283705294,0.1323681193590164,0.0019584046833382622,1
29,3.3290703010559084,1.912631630897522,0.079943096190691,0.7633335828781128,0.09841458708047866,0.6649189913272857,0.37733266949653627,0.08151592448353767,0.06369249479845167,0.10188989102840423,0.0018285333872436532,1
30,3.1877047920227053,1.829749765396118,0.07147840075194836,0.7633777737617493,0.09232461810112,0.6710531544685364,0.36164877653121946,0.07211080655455589,0.061130442377179864,0.1014143979549408,0.0016960169817979342,1
31,3.047945861816406,1.768409571647644,0.06645773321390153,0.6990618085861207,0.0843170629441738,0.6147447443008422,0.40684592723846436,0.0692688626050949,0.059919752310961485,0.10775265991687774,0.0015619224111793689,1
32,3.0329549980163573,1.803551092147827,0.06541038066148758,0.6778110051155091,0.07883988261222839,0.5989711284637451,0.42147489786148074,0.06566157147288322,0.052677332609891894,0.10519735395908356,0.0014273293260242477,1
33,2.826534423828125,1.6530804872512816,0.05759011417627335,0.6571185302734375,0.07474133044481278,0.5823771929740906,0.4378549885749817,0.06430464521050454,0.04807406015694141,0.0891480040550232,0.0012933213907147868,1
34,2.8131536197662355,1.6859327220916749,0.0619058683514595,0.6297580778598786,0.07090116932988166,0.5588568997383118,0.45905096650123595,0.06063992857933045,0.044191714376211166,0.08816564738750458,0.0011609775583507082,1
35,2.662045021057129,1.5687261724472046,0.053619893789291384,0.6149997889995575,0.06604844108223915,0.5489513492584228,0.47485207200050356,0.05896747723221779,0.037694654362276196,0.09216714262962342,0.0010313633836532947,1
36,2.6149775218963622,1.5220261430740356,0.058419556766748426,0.5940094685554504,0.06438184313476086,0.5296276235580444,0.4879898548126221,0.056082122474908826,0.04009470142424107,0.12001705884933472,0.0009055224437453083,1
37,2.5650035572052,1.4889867067337037,0.054607065916061404,0.6010989034175873,0.060771568715572356,0.5403273403644562,0.48064312219619754,0.05624366894364357,0.03612000308930874,0.10297245621681213,0.0007844679358816143,1
38,2.560410261154175,1.4997189855575561,0.052777956128120425,0.5954699766635895,0.05844269216060639,0.5370272755622864,0.4860535717010498,0.05267336845397949,0.033536048606038094,0.11554047763347626,0.0006691745197806333,1
39,2.4206995582580566,1.443733296394348,0.04977082088589668,0.5741200160980224,0.055314684212207796,0.5188053297996521,0.4983916652202606,0.051004801243543625,0.025818711752071975,0.07223267555236816,0.0005605704702373792,1
40,2.3709241199493407,1.4286661338806153,0.049454488828778266,0.5564965152740479,0.05181177139282227,0.5046847403049469,0.5146509146690369,0.04904837727546692,0.02608494270592928,0.06498012185096741,0.00045953020320062775,1
41,2.360934267044067,1.4282130670547486,0.047416882291436195,0.5492490124702454,0.04959798365831375,0.49965102553367613,0.5171705842018127,0.04989326775074005,0.026893823500722648,0.05969517707824707,0.0003668672354898434,1
42,2.2855264711380006,1.3988701820373535,0.047775166779756545,0.5265348064899444,0.04886074051260948,0.47767406940460205,0.5367541933059692,0.04683860749006272,0.022989675980061294,0.05516364216804504,0.00028332763483609097,1
43,2.2420192432403563,1.3770036172866822,0.045114518254995344,0.505166392326355,0.04660349801182747,0.4585628926753998,0.5554169642925263,0.04691436067223549,0.0212262462079525,0.05893668830394745,0.00020958401298334453,1
44,2.2153560876846314,1.35203453540802,0.04419340021908283,0.503362774848938,0.04581458643078804,0.4575481867790222,0.5556902754306793,0.04528876706957817,0.024242657395079734,0.06507891237735748,0.00014623011021421554,1
45,2.1629252338409426,1.3450828504562378,0.041961134150624274,0.4801424777507782,0.04298338904976845,0.4371590900421143,0.5759032785892486,0.04392652034759521,0.019291203003376722,0.05681497991085052,9.377601490230899e-05,1
46,2.2041464948654177,1.3631812572479247,0.04506571836769581,0.4979078185558319,0.04352094516158104,0.4543868720531464,0.5586308741569519,0.04438063368201256,0.024381365748122334,0.051707199215888976,5.2644056580567976e-05,1
47,2.1230091094970702,1.332408218383789,0.041973566338419914,0.4637646210193634,0.041373341009020806,0.4223912811279297,0.589207112789154,0.04247559100389481,0.02485655634663999,0.04762820422649384,2.3165405592199172e-05,1
