epoch,loss_total,depth,depth_gt,depth_teacher,obj,bbox,bbox_l1,bbox_ciou,iou,kpt,light,height,lr,det_active,geo_active
0,18.590027694702147,18.590027694702147,18.590027694702147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015163533538683572,0,0
1,17.399113006591797,17.399113006591797,17.399113006591797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024515134926256796,0,0
2,16.42293975830078,16.42293975830078,16.42293975830078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003964391382063658,0,0
3,15.087010498046874,15.087010498046874,15.087010498046874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000598851424519382,0,0
4,14.36236026763916,14.36236026763916,14.36236026763916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000843494624085049,0,0
5,18.573783111572265,13.806982002258302,13.806982002258302,0.0,0.40216089606285094,1.0964321064949036,0.19210366010665894,0.9043284559249878,0.17662571161985396,0.21317394733428954,0.4112809184193611,1.7910577368736267,0.0011196196123639665,1,0
6,16.32449604034424,13.708725280761719,13.708725280761719,0.0,0.17297284066677093,1.027406771183014,0.17221693098545074,0.855189847946167,0.21322067975997924,0.15531016170978545,0.1339198149740696,0.5049203956127166,0.001415094019060454,1,0
7,15.686964950561524,13.470012969970703,13.470012969970703,0.0,0.1280255949497223,0.9564778637886048,0.1468081933259964,0.8096696734428406,0.25259982705116274,0.12724497854709627,0.09472337819635868,0.4015003335475922,0.0017169352997938598,1,0
8,15.298437004089356,13.29602268218994,13.29602268218994,0.0,0.11218741744756698,0.9381717300415039,0.13897658735513688,0.7991951489448548,0.2505420696735382,0.11251420021057129,0.06767631031572818,0.32180786490440366,0.002011881162689748,1,0
9,14.730051803588868,12.967339973449707,12.967339973449707,0.0,0.09082869842648505,0.8776545333862305,0.11212737143039703,0.7655271649360657,0.28518408179283145,0.0935667672753334,0.052255918513983486,0.27413921177387235,0.0022869722865069097,1,0
10,14.260470771789551,12.53868236541748,12.53868236541748,0.0,0.08523207515478134,0.8821698951721192,0.12159414410591125,0.7605757522583008,0.2931864583492279,0.09235919326543808,0.036375284092500806,0.2562150651216507,0.0025301217268510422,1,0
11,13.869595146179199,12.260349044799804,12.260349044799804,0.0,0.0747623972594738,0.8778988289833068,0.11743788033723832,0.7604609489440918,0.2900464671850205,0.08671951949596406,0.03156246390193701,0.19142479598522186,0.0027306459919243567,1,0
12,13.510987663269043,12.021664199829102,12.021664199829102,0.0,0.05939709961414337,0.8338365197181702,0.10072348833084106,0.7331130313873291,0.3072209179401398,0.08008743464946746,0.020432237591594456,0.17522031664848328,0.0028797344534229738,1,0
13,13.440506286621094,11.889404563903808,11.889404563903808,0.0,0.05213335447013378,0.869245376586914,0.10556691393256187,0.7636784648895264,0.2877168157696724,0.07928287833929062,0.031047560051083566,0.20226103484630584,0.0029708364676221495,1,0
14,13.105440521240235,11.608610877990722,11.608610877990722,0.0,0.03963786154985428,0.8367368245124817,0.1055010935664177,0.7312357354164124,0.3115693694353104,0.07378118842840195,0.01907765475101769,0.23247137486934663,0.0029999903318651553,1,0
15,12.748491821289063,11.356878967285157,11.356878967285157,0.0,0.03730792857706547,0.7722673273086548,0.09187856435775757,0.6803887605667114,0.3564447796344757,0.06818380638957024,0.016904321741312744,0.2242140454053879,0.0029934690785684316,1,0
16,12.596920700073243,11.206518669128418,11.206518669128418,0.0,0.036506930589675905,0.7765735292434692,0.08553842931985856,0.6910351037979126,0.3454709506034851,0.0663756936788559,0.013915034653618931,0.2315282082557678,0.0029749233387051446,1,0
17,12.194900016784668,10.907134437561036,10.907134437561036,0.0,0.029231272265315057,0.7490240478515625,0.08041140422224999,0.6686126446723938,0.3670733344554901,0.06634851470589638,0.00874760209582746,0.16902007758617402,0.0029445024316679547,1,0
18,12.096027183532716,10.84400245666504,10.84400245666504,0.0,0.02767681609839201,0.7345044326782226,0.08067134186625481,0.6538330972194671,0.37777469158172605,0.06276763945817948,0.010561045985668897,0.16544408440589906,0.002902451288713122,1,0
19,11.852766799926759,10.623295097351074,10.623295097351074,0.0,0.021483630463480948,0.7267893695831299,0.08109194859862327,0.6456974196434021,0.3859077560901642,0.05774572893977165,0.008286542817950248,0.18418343245983124,0.002849108480918047,1,0
20,11.744926338195802,10.516400909423828,10.516400909423828,0.0,0.02377755653113127,0.7116245937347412,0.07346901848912239,0.638155574798584,0.39284127950668335,0.05939432293176651,0.009445718992501496,0.18670608282089232,0.002784903493206032,1,0
21,11.486268424987793,10.370434303283691,10.370434303283691,0.0,0.0209194952622056,0.6829247689247131,0.07430319711565972,0.6086215734481811,0.4201751172542572,0.05462590917944908,0.007127416552975774,0.13173286914825438,0.0027103532663862143,1,0
22,11.212436065673828,10.091648254394531,10.091648254394531,0.0,0.020222111381590368,0.6841749811172485,0.0685416054725647,0.615633373260498,0.41177513837814333,0.05545089215040207,0.007520668040961027,0.1316155368089676,0.002626058035050122,1,0
23,11.010245780944825,9.878718795776367,9.878718795776367,0.0,0.019307637549936772,0.7024205303192139,0.07123834788799285,0.6311821746826172,0.397966947555542,0.05463832139968872,0.005277306798379868,0.13132994294166564,0.0025326964948356808,1,0
24,10.932237586975099,9.892097549438477,9.892097549438477,0.0,0.018526949286460877,0.6436542749404908,0.06289358124136925,0.5807606947422027,0.4465986776351929,0.04899674743413925,0.008218136271461845,0.12475696921348572,0.0024310203379690003,1,0
25,10.805562744140625,9.726140785217286,9.726140785217286,0.0,0.016266151294112206,0.6613073658943176,0.0642698948085308,0.5970374691486359,0.4313391900062561,0.04894906595349312,0.011800184492021798,0.1453028893470764,0.0023218482010805585,1,0
26,10.526166381835937,9.471828346252442,9.471828346252442,0.0,0.015196625590324402,0.6886437511444092,0.06540243104100227,0.6232413172721862,0.4023709535598755,0.05044122815132141,0.004893571904394775,0.09339809000492096,0.0022060590740244058,1,0
27,10.420176086425782,9.339499225616455,9.339499225616455,0.0,0.012344522457569838,0.6865862369537353,0.06675191849470138,0.6198343229293823,0.40368181705474854,0.048730423003435136,0.004075105148367584,0.1340189230442047,0.0020845852227686927,1,0
28,10.144560737609863,9.192265453338623,9.192265453338623,0.0,0.010184503961354494,0.6270986497402191,0.0542939630150795,0.5728046894073486,0.452156594991684,0.0409815713763237,0.0042824920220300555,0.10582174122333526,0.0019584046833382622,1,0
